music_genre,music_title,music_singer,music_lyric,music_image
댄스,짧은 치마 (Miniskirt),AOA,"Hey Hey Hey AOA
Hey Hey Hey
Brave Sound Drop it
날 바라보는 시선이
너는 예전 같지가 않은 걸
난 아직도 쓸만한데
너는 왜 날 헌 신 짝 보듯이 해 Hey
너무 이뻐 보여 내가 뭐를 입던지
너무 섹시해 보여 굳이 노출 안 해도
아찔한 나의 하이힐 새까만 스타킹
도저히 눈을 뗄 수 없을 걸
말리지마
짧은 치마를 입고
내가 길을 걸으면 모두 나를 쳐다봐
짧은 치마를 입고
근데 왜 하필 너만 날 몰라주는데
당당한 여잔데
왜 나를 힘들게 해
넌 나만 무시해
어디로 튈지 몰라 나
시간 내 nail 받고 머릴 바꿔봐도
새 구두 신고 괜히
짧은 치말 입어 봐도
넌 몰라봐 왜 무덤덤해 왜
딴 늑대들이 날 물어가기 전에
그만 정신 차려 boy
너무 이뻐 보여 내가 뭐를 입던지
너무 섹시해 보여 굳이 노출 안 해도
아찔한 나의 하이힐 새까만 스타킹
도저히 눈을 뗄 수 없을 걸
말리지마
짧은 치마를 입고
내가 길을 걸으면 모두 나를 쳐다봐
짧은 치마를 입고
근데 왜 하필 너만 날 몰라주는데
당당한 여잔데
왜 나를 힘들게 해
넌 나만 무시해
어디로 튈지 몰라 나
난 점점 지쳐가 날 바라보는
그 눈빛마저도
왜 그리 차가운지 모르겠어
이제 변할 거야 oh oh
당당한 여잔데
왜 나를 힘들게 해
넌 나만 무시해
어디로 튈지 몰라 나",https://cdnimg.melon.co.kr/cm/album/images/022/26/803/2226803_500.jpg/melon/resize/282/quality/80/optimize
댄스,Cry Cry,티아라,"Hey T-ARA
새빨간 장미처럼
가시같은 말로 날 찌른 너
Uh Uh Uh
넌 마치 문신처럼
지우려 할수록 깊게 패여 Uh Uh
Cry Cry Can't you see the music
불꽃처럼 뜨겁게 You're ma boy
Baby can`t you see
that look at my eyes
슬픔에 빠진 내 두눈을 봐 Uh Uh
붉은 태양보다 더 뜨겁게
사랑했던 나를 울리지마
Ah Ah Let's go
Break it Come on Come on Yo
Make it Come on Come on Yo
Take it Come on Come on Come on
난 중독된것처럼
그리워하고 또 그리워해
넌 마치 감옥처럼
니안에 날 가둬버렸나봐 Uh Uh
Cry Cry Can't you see the music
불꽃처럼 뜨겁게 You're ma boy
Baby can`t you see
that look at my eyes
슬픔에 빠진 내 두눈을 봐 Uh Uh
붉은 태양보다 더 뜨겁게
사랑했던 나를 울리지마
Uh Uh Yeah Let's go
Uh Uh Yeah Let's dance
Deep in you're eyes
Baby can`t you see
that look at my eyes
슬픔에 빠진 내 두눈을 봐 Uh Uh
붉은 태양보다 더 뜨겁게
사랑했던 나를 울리지마
Ah Ah
제발 나를 떠나가지 말아
돌아온단 니 말 믿지 않아 Uh Uh
붉은 태양보다 더 뜨겁게
사랑했던 나를 울리지마 Ah Ah
Let's go
Break it Come on Come on Yo
Make it Come on Come on Yo
Take it Come on Come on Come on
T-ARA Time to love 쉿",https://cdnimg.melon.co.kr/cm/album/images/020/33/270/2033270_500.jpg/melon/resize/282/quality/80/optimize
댄스,One More Time,쥬얼리,"Baby one more time
Let me blow your mind
Only fantasy 시작하겠어
널 위한 Show Time
달콤한 쵸콜렛 처럼
녹아든 내게 빠져봐
섹시한 눈빛과 뜨거운 몸짓에
좀 더 다가와
이 밤을 지새울 한심한 늑대들
나를 안아줘
Baby one more time
Let me blow your mind
Baby come to me
견딜 수 없어 널 향한 Toxic
핑크빛 립스틱처럼
스며든 내게 취해봐
화장을 고치고
목을 축이며 추는 사람들
때론 Tight 하게
때론 Art 하게 나를 가져봐
Baby one more time
Let me blow your mind
멈출 수가 없어 이 곳에선
나를 벗어버려
내 가슴속에 수갑을 채워 줄
미로 속으로
Baby one more time
Let me blow your mind
Baby one more time
날 멈추지 마
황홀한 이 시간들을 유혹하게
Let me blow your mind
다시 안아줘
끝낼 수 없게
Baby one more time",https://cdnimg.melon.co.kr/cm/album/images/003/68/317/368317_500.jpg/melon/resize/282/quality/80/optimize
댄스,Sign,브라운아이드걸스,"숨이 가파 Mayday
dot dot dot dot dot
맘이 아파 Mayday
dot dot dot dot dot
시간은 또 Tic Toc
흘러만 가 Tic Toc
들리니 내 Sign Sign
dot dot dot dot dot
dot dot dot dot dot
마지못해서라도
dot dot dot dot dot
나를 한 번 봐 봐
환했던 나를 봐
이렇게 나 변해가
아무 말 못하고
dot dot dot dot dot
It's me
바보같이 눈물만 펑펑펑
흘리는 나야
난 all day and all night
어두운 방안에 있기만 해
not all right Blah Blah Blah
아무리 말해도
내 맘을 왜 몰라
일분 일초의 순간순간이
나의 가슴을 조여와
스르륵 감기는 나의 두 눈이
주르륵 흘리는 나의 눈물이
이대로 끝이란게
두려워 난 모든게
이런 날 구해줘 제발
숨이 가파 Mayday
dot dot dot dot dot
맘이 아파 Mayday
dot dot dot dot dot
시간은 또 Tic Toc
흘러만 가 Tic Toc
들리니 내 Sign Sign
dot dot dot dot dot
dot dot dot dot dot
못한 말은 많은데
dot dot dot dot dot
제발 들어 봐 봐
이렇게 나를 봐
모르는 척 하지마
모든걸 잃은 날
dot dot dot dot dot
Yo 그댄 이제는 아나요 내 맘
수천번 고백했네 난
너를 향한 사랑의 싸인
Did you get my sign sign
니가 있어야 일어 일어 나 나
니가 없어 시름 시름 앓아
외면하지 마요 날
I want you by my side side
파르르 떨리는 나의 입술이
하루를 버티지 못할 심장이
이대로 멈추는게
두려워 나 모든게
이런 날 구해줘 제발
숨이 가파 Mayday
dot dot dot dot dot
맘이 아파 Mayday
dot dot dot dot dot
시간은 또 Tic Toc
흘러만 가 Tic Toc
들리니 내 Sign Sign
dot dot dot dot dot
내안에 니가 또 차오른다
숨을 꼭 참고 널 참아본다
널 보내면
무너질 날 알잖아 제발
숨이 가파 Mayday
dot dot dot dot dot
맘이 아파 Mayday
dot dot dot dot dot
시간은 또 Tic Toc
흘러만 가 Tic Toc
들리니 내 Sign Sign
dot dot dot dot dot
제발
숨이 가파 Mayday
dot dot dot dot dot
맘이 아파 Mayday
dot dot dot dot dot
시간은 또 Tic Toc
흘러만 가 Tic Toc
들리니 내 Sign Sign
dot dot dot dot dot",https://cdnimg.melon.co.kr/cm/album/images/007/07/651/707651_500.jpg/melon/resize/282/quality/80/optimize
댄스,Lovey-Dovey,티아라,"너무 뻔해 나는 오늘도 혼자서
아 심심해 결국 이렇게 하루가
우우우우우 우우우우우
지나가겠지
봐봐 지나가는 저기 커플 좀 봐
나도 저렇게 사랑할 수 있는데
우우우우우 우우우우우우
너무나 외로워
나도 Lovey Dovey Dovey
Uh Uh Uh Uh
Lovey Dovey Dovey
Uh Uh Uh Uh
더 이상 혼자 두지마
이제 Lovey Dovey Dovey
Uh Uh Uh Uh
Lovey Dovey Dovey
Uh Uh Uh Uh
너는 어디에 에 Oh
Lovey Dovey Dovey Uh Uh Uh Uh
Lovey Dovey Dovey Uh Uh Uh Uh
너를 꼭 찾아 낼꺼야
너무 오래 얼어버린 나를 녹여버릴
너는 도대체 어디에 있는지
너무 춥네 혼자 보내는 하루가
아 좋겠네 나도 혼자가 아니면
우우우우우 우우우우우
정말 좋겠네
봐봐 여기있는 나를 좀 바라봐
나나 오늘밤은 어둠이 정말로
우우우우우 우우우우우우
너무나 무서워
나도 Lovey Dovey Dovey
Uh Uh Uh Uh
Lovey Dovey Dovey
Uh Uh Uh Uh
더 이상 혼자 두지마
이제 Lovey Dovey Dovey
Uh Uh Uh Uh
Lovey Dovey Dovey
Uh Uh Uh Uh
너는 어디에 에 Oh
Lovey Dovey Dovey Uh Uh Uh Uh
Lovey Dovey Dovey Uh Uh Uh Uh
너를 꼭 찾아 낼꺼야
너무 오래 얼어버린 나를 녹여버릴
너는 도대체 어디에 있는지
혼자서 하루종일 우우우우우
나 혼자 매일 매일 우우우우우
어둠이 정말 정말 너없인 나
혼자서 하루는 정말 길어
우우우우우 우우우우우
나도 Lovey Dovey Dovey
Uh Uh Uh Uh
Lovey Dovey Dovey
Uh Uh Uh Uh
더 이상 혼자 두지마
이제 Lovey Dovey Dovey
Uh Uh Uh Uh
Lovey Dovey Dovey
Uh Uh Uh Uh
너는 어디에 에 Oh
Lovey Dovey Dovey Uh Uh Uh Uh
Lovey Dovey Dovey Uh Uh Uh Uh
너를 꼭 찾아 낼꺼야
너무 오래 얼어버린 나를 녹여버릴
너는 도대체 어디에 있는지
우우우우우 우우우우우",https://cdnimg.melon.co.kr/cm/album/images/020/58/067/2058067_500.jpg/melon/resize/282/quality/80/optimize
댄스,Be My Baby,원더걸스,"Watching 계속 바라보며 난
Waiting 니가 다가오기만을 바래
어서 내게 와 날 데려가 제발
Dreaming 니 맘도 나 같기를
Praying 가슴 조이며 난 기도해
저 하늘에 이렇게 두 손을 모아서
이런 적이 없는데 내 가슴이
두근두근 두근대고
몇 번 본 적 없는데 니 모습이
자꾸 꿈에 나와
차분하려 하는데
니가 또 내 앞에만 나타나면
사랑한다고 말해버릴 것만 같아
Please be my baby
Please be my baby
너만 생각하면 미치겠어
니가 너무너무 갖고 싶어서
Make me your lady
Make me your lady
나의 사랑을 너에게 줄게 절대
후회하지 않게 해줄게 No
Crazy 내가 미쳤는지 왜
Lately 하루 종일 난 뭘 하든지
너의 사진이 머릿속에 박혔어
Perfect 모든 게 완벽해
Terrific 겉과 속 모두 다
어쩜 너는 모자라는 게
하나도 없는 건지
차분하려 하는데
니가 또 내 앞에만 나타나면
사랑한다고 말해버릴 것만 같아
Please be my baby
Please be my baby
너만 생각하면 미치겠어
니가 너무너무 갖고 싶어서
Make me your lady
Make me your lady
나의 사랑을 너에게 줄게 절대
후회하지 않게 해줄게 No
자 더 이상 이제 망설이지 마
내 말을 의심하지 마
내 말을 믿고 나를 따라와
난 니 인생의 마지막
여자가 되고 넌 내 마지막 남자가
될 거란 걸 알지만
넌 아직 몰라 왜 놀라
자 어서 빨리 나를 골라
말 할 필요도 없어 그냥 내 말대로
잘 할 생각만 하면 돼
그러니 니 앞에 날 잘 보고
판단을 해 봐
어때 88 나이도 딱 맞아
모두 다 맞아
Please be my baby
Please be my baby
너만 생각하면 미치겠어
니가 너무너무 갖고 싶어서
Make me your lady
Make me your lady
나의 사랑을 너에게 줄게 절대
후회하지 않게 해줄게 No",https://cdnimg.melon.co.kr/cm/album/images/020/30/418/2030418_500.jpg/melon/resize/282/quality/80/optimize
댄스,Twinkle,소녀시대-태티서 (Girls' Generation-TTS),"The twinkle, twinkle
The twinkle, twinkle
숨겨도 twinkle 어쩌나
눈에 확 띄잖아
베일에 싸여 있어도
나는 twinkle 티가 나
딴 사람들도 다 빛나는
나를 좋아해
끝까지 경계해야 해
보석을 훔친 너잖아
늘 나의 곁을 지켜줘
내 주위만 맴돌아
눈을 떼지 말아줘
내 매력에 빠져
숨겨도 twinkle 어쩌나
눈에 확 띄잖아
베일에 싸여 있어도
나는 twinkle 티가 나
난 미지의 세계 시간을 잊어버릴걸
아침에 눈을 떠봐도
꿈은 계속될 거야
난 너를 위해 꾸미고
더 예쁘게 날 반짝일래
왜 너만 혼자 몰라 나의 진가를
숨겨도 twinkle 어쩌나
눈에 확 띄잖아
베일에 싸여 있어도
나는 twinkle 티가 나
너무 태연해 너무 뻔뻔해 밖에는
날 소원하는 줄이 끝이 안 보여
말도 안되게 넌 너무 담담해
난 하늘 아래 떨어진 별
숨겨도 twinkle 어쩌나
눈에 확 띄잖아
베일에 싸여 있어도
나는 twinkle 티가 나
그대의 twinkle 나를 봐 어딜 봐
나를 봐 칙칙한 옷 속에서도
나는 twinkle 태가 나
숨겨도 twinkle 어쩌나
눈에 확 띄잖아 베일에 싸여 있어도
나는 twinkle 티가 나",https://cdnimg.melon.co.kr/cm/album/images/021/17/429/2117429_500.jpg/melon/resize/282/quality/80/optimize
댄스,기대해,걸스데이,"Ooh Ooh Ooh Ooh Ooh
Ooh Ooh Ooh Ooh Ooh
귀엽게
Ooh Ooh Ooh Ooh Ooh
Ooh Ooh Ooh Ooh Ooh
예쁘게
Oh
하루에도 열번씩
네 전화번호 지워보고
너를 또 지워보고
생각에서 지워봐도
너의 번호 뒷자리에
내 가슴은 내려앉아
그렇게 통화하고
다시 또 미소짓고
나는 네가 불안해
그게 불만인데도
자존심 탓 때문에
말도 못해 이렇게
내가 아님 안되는
남자 많고 많은데
네가 숨기고 쓰는
문자가 더 신경쓰여
문자가 신경쓰여
문자가 신경쓰여
Ooh Ooh Ooh Ooh Ooh
Ooh Ooh Ooh Ooh Ooh
귀엽게
Ooh Ooh Ooh Ooh Ooh
Ooh Ooh Ooh Ooh Ooh
예쁘게
널 내게 널 내게 다가오게 만들래
Ooh Ooh Ooh Ooh Ooh
Ooh Ooh Ooh Ooh Ooh
기대해
너땜에
너땜에
미쳐가
Whoa uh uh
너땜에
너땜에
미쳐가
Whoa uh uh
내 앞에서 그 여자랑
다정하게 얘기하고
토라진 나를 보고
별일 없이 미소 짓고
이런 기분 너무 싫어
나 또 다시 널 잊으려
잊으려 애를 쓰고
그렇게 아파하고
너란 남자 왜 그래
너 때문에 난 미쳐
나 하나면 안되니
내 가슴은 찢어져
나만 보는 남자들
많고 많고 많은데
네 전화만 기다리는
바보 같은 나는 뭐니
바보 같은 나는 뭐니
바보 같은 나는 뭐니
Ooh Ooh Ooh Ooh Ooh
Ooh Ooh Ooh Ooh Ooh
귀엽게
Ooh Ooh Ooh Ooh Ooh
Ooh Ooh Ooh Ooh Ooh
예쁘게
널 내게 널 내게 다가오게 만들래
Ooh Ooh Ooh Ooh Ooh
Ooh Ooh Ooh Ooh Ooh
기대해
너땜에
너땜에
미쳐가
Whoa uh uh
너땜에
너땜에
미쳐가
Whoa uh uh
I just want you to come to me
다가와봐 내가 손짓 하잖니
I just need you to give your love
어서 내게 네 마음을 보여줘
나 왜이래 내 마음은
고장 났어 난
나 왜이래 내 마음은
너만 찾아 난
네가 미워 미워 미치겠어도 난
너의 웃는
네
네 입꼬리에
네 입꼬리에
네 입꼬리에
네 목소리에
네 목소리에
네 목소리에
난 가슴이 떨려
널 내게 널 내게 다가오게
Ooh Ooh Ooh
널 내게 널 내게 미쳐보게
Yeah eh eh
나 없음 나 없음 안되게
널 만들래
Ooh Ooh Ooh Ooh Ooh
Ooh Ooh Ooh Ooh Ooh
기대해
넌 내게 넌 내게 미쳐가
Wuh Oh Oh
넌 내게 넌 내게 미쳐가
Wuh Oh Oh
I’m gonna get to you
Ooh Ooh Ooh Ooh Ooh
Ooh Ooh Ooh Ooh Ooh
기대해",https://cdnimg.melon.co.kr/cm/album/images/021/77/822/2177822_500.jpg/melon/resize/282/quality/80/optimize
댄스,행복 (Happiness),Red Velvet (레드벨벳),"Sometimes You Gotta Be Bold
Just Rock The World Boo Ya
La La La La La La La La La La
Happiness
La La La La La La La La La La
Are You Happy Uh
고민은 Blow Up
꿀꿀한 기분 Change Up
힘을 내려고 이제 Windup
한 방에 멋진 일이 가득
Straight Up
난 매일 더 Style Up 기분 Up
되는 일에 집중
내가 행복하게 사는
비결을 좀 말해볼까
아침에 난 잠을 깨
엄마께 사랑한다고 말해
어휴 착한 내 딸아
졸졸 나를 따라온 Happy가
넘 귀여워서 행복해
Uh 얘가 말한대
이런 Money 저런 Power 그것만
따 따 따 따라가다
어른들이 짠해 보여
그들은 정말 행복하지 않아
기쁜 일이 멋진 일이
세계는 참 참 참 많은 데라
그런 Money 그런 Power
우리는 관심도 끊어버린지 오래
달라 달라 나는 좀 해보고 싶음
그냥 하고 말지
고민 고민 하다가 어른이 되면
후회 많을텐데
어제 오늘 내일도 행복을 찾는
나의 모험일기
달라 달라 나는 좀 긍정의 힘을
나는 믿고 있지
La La La La La La La La La La
Happiness
La La La La La La La La La La
난 원해
La La La La La La La La La La
꿈 꾸자
La La La La La La La La La La
Uh Are You Happy Uh
학교 가는 길에 만난 친구
내게 달려와서 팔짱 끼고
웃어주니 좋고
끼리끼리 모여 장난치던
남자애들 내가 지나가니
의식해서 좋고
잔소리 하지만 세상에서
내가 제일 좋단 엄마
Hey Hey TV속에 싸움밖에
모르는 어른들 빼
점점 더 좋은걸 난 나라서 행복해
더 기분 좋은 건 내 곁에 너 있단 거
Uh What You Wanna Be
이런 Money 저런 Power
그것만 따 따 따 따라가다
어른들이 짠해 보여
그들은 정말 행복하지 않아
기쁜 일이 멋진 일이
세계는 참 참 참 많은 데라
그런 Money 그런 Power
우리는 관심도 끊어버린지 오래
달라 달라 나는 좀 해보고 싶음
그냥 하고 말지
고민 고민 하다가 어른이 되면
후회 많을텐데
어제 오늘 내일도 행복을 찾는
나의 모험일기
달라 달라 나는 좀 긍정의 힘을
나는 믿고 있지
La La La La La La La La La La
Happiness
La La La La La La La La La La
난 원해
La La La La La La La La La La
꿈 꾸자
La La La La La La La La La La
Uh Are You Happy Uh
Shine On Me Let It Shine On Me Yeah
내 품에 Let It Shine
Shine On Me Let It Shine On Me Yeah
내 두 팔에 Let It Shine
La La La La La La La La La La
Happiness
La La La La La La La La La La
난 원해
La La La La La La La La La La
꿈 꾸자
La La La La La La La La La La
Happiness",https://cdnimg.melon.co.kr/cm/album/images/022/70/252/2270252_500.jpg/melon/resize/282/quality/80/optimize
댄스,Crescendo (크레셴도),AKMU (악뮤),"모두가 날 알아보도록
어어우워워워
날 알아듣도록
어어우워워워
크레셴도 워워 one two
내 목소리가 묻혀 내
숨소리가 커져
아무도 듣지 않는 내 말은
rising in Crescendo
목소릴 높여 high 날 좀
알아줘 hi
내 목소리를 잡아 catch
it tightly oh hey
비집고 들어가 틈을 너를
작게 만든 아픔을
소리쳐 널 비추는 하늘 향해
모두가 날 알아보도록
Crescendo
어어우워워워
예에이예에
날 알아듣도록 Crescendo
어어우워워워
예에이예에
내 목소리가 하늘에 닿아 울려
구름도 나를 듣기까지
맘에 들 때까지
노을빛 보며
빌은 이른 아침의 소원 얘기던
시름 시름 앓았던 사랑 얘기던
일단 말하고 봐 바라던 바
시작도 안하고 포기는 마
맘 속 깊은 곳에 자리 잡은 꿈
thanks 오늘의 날씨는 기쁨
Don't cry You can fly
You don't even try
있는 듯 없는 듯 축 쳐진
고개는 들고선
들뜬 애들처럼 놀아
라시도레미파
올라가는 멜로디 빨라가는
템포를 따라
laugh aloud 하하하하하
하하하하하
모두가 날 알아보도록 Crescendo
어어우워워워
예에이예에
날 알아듣도록 Crescendo
어어우워워워
예에이예에
날 알아보도록 Crescendo
어어우워워워
예에이예에
날 알아듣도록 Crescendo
어어우워워워
예에이예에",https://cdnimg.melon.co.kr/cm/album/images/021/77/639/2177639_500.jpg/melon/resize/282/quality/80/optimize
댄스,이브의 경고,박미경,"오늘도 넌 나를 피해
딴 생각을 하지만
난 알고 있어
나의 예감은 한번도
틀린적이 없어
걱정스런 맘
이런내 마음을 알고 있다면
나에게 더이상 실수하지마
내게도 너 아닌 멋진 남자가
가끔 날 유혹해 흔들릴
때도 있어
너에게만 있는 능력처럼
그렇게 날 속이려고 하면
나에게는 더이상 순애보는
없어 난 널
그냥 떠나버릴 거야
너에게 실수하고 싶은
마음은 없었어
나의 호기심이 잠시 날
흔들리게 했을 뿐
너에게 구차한 변명따위는
하지 않을게
이젠 날 이해해줘 내 잘못을
인정 할테니
그렇게 말을하면 나도
할말은 없어
이해해 줄게
하지만 내게 약한
모습은 보이지마
사랑하니까
언제나 당당한 너의 모습에
난 항상 매력을 느꼈던 거야
누구나 한번은 실수하지만
두번은 안돼 내가
못 견딜 테니까
너에게만 있는 능력처럼
그렇게 날 속이려고 하면
나에게는 더이상 순애보는
없어 난 널
그냥 떠나버릴거야 워
이제는 알 것 같아 숨겨진
너의 마음을
언제나 가볍게 넌 나를
대하고는 했지만
니 속에 숨어있는 너의
그 표독함까지
언제나 나를 위한
마음이었었다는 것을
가만히 생각하면 난
자꾸만 화가나
참으려 해도
내가 그렇게 네게 매력이
없었을까
난 모르겠어
어떻게 나아닌 다른 사람과
몰래 데이트를 할 수 있는지
지금 내 마음가짐으론 너를
이해할수 없지만 한번은
참는거야
너에게만 있는 능력처럼
그렇게 날 속이려고 하면
나에게는 더이상 순애보는
없어 난 널
그냥 떠나버릴 거야
너에게만 있는 능력처럼
그렇게 날 속이려고 하면
나에게는 더이상 순애보는
없어 난 널
그냥 떠나버릴 거야",https://cdnimg.melon.co.kr/cm/album/images/000/03/884/3884_500.jpg/melon/resize/282/quality/80/optimize
댄스,유리구슬 (Glass Bead),여자친구 (GFRIEND),"투명한 유리구슬처럼 보이지만
그렇게 쉽게 깨지진 않을 거야
사랑해 너만을 변하지 않도록
영원히 널 비춰줄게
내가 약해 보였나요
언제나 걱정됐나요
달빛에 반짝이는 저 이슬처럼
사라질 것만 같나요
불안해마요 꿈만 같나요
널 위해서 빛나고 있어
떨리는 그대 손을 꽉 잡아줄게요
따스히 감싸줄게요
투명한 유리구슬처럼 보이지만
그렇게 쉽게 깨지진 않을 거야
사랑해 너만을 변하지 않도록
영원히 널 비춰줄게
못 이룰 것 없어요
그대만 있어준다면
어두웠던 맘 속에 밝은 햇살을
비춰줘 언제까지나
두근거리는 심장소리에
그대의 마음이 전해져
떨리는 어깨 이젠 꼭 안아줄게요
따스히 감싸줄게요
투명한 유리구슬처럼 보이지만
그렇게 쉽게 깨지진 않을 거야
사랑해 너만을 변하지 않도록
영원히 널 비춰줄게
달콤한 말도 필요 없어요
oh 없어요
매일같은 꿈에 행복해요
들리나요
아름다운 미소를 모두 담아 둘게요
깨지지 않도록 지켜줘 언제까지나
소중해 그 누구보다 더 널 사랑해
믿기지 않는 기적이 찾아 온 거야
사랑해 너만을 변하지 않도록
영원히 널 비춰줄게
영원히 널 비춰줄게
투명한 유리구슬처럼 보이지만
그렇게 쉽게 깨지진 않을 거야
사랑해 너만을 변하지 않도록
영원히 널 비춰줄게",https://cdnimg.melon.co.kr/cm/album/images/022/99/776/2299776_500.jpg/melon/resize/282/quality/80/optimize
댄스,피어나,가인,"나 말이야
못다 핀 꽃 한 송이야
그런 날 피워낸 sunshine
매끄러운 motion
chemical blue ocean
이렇게 좋을 건 뭐니
날 갖고 뭘 했던 거니
나른했던 그 늦은 밤
반짝 눈을 뜬 건
단 한 번의 kiss
speak up speak up
speak up speak
speak up speak up speak
you can make me high
you can make me fly
자꾸 보고싶어서
듣고 싶어서
갖고 싶은
너의 모든 그 ah ah ah
you're my wonderland
you're my whole new world
별이 쏟아지던
너의 언덕에서
우리 둘이서 ah ah ah
now I am
니 손에 핀 한 송이야
깨어나버린 my neuron
어떡하지 나 이런
건 정말 첨이야
시선 따윈 알게 뭐니
수군대는 쟨 또 뭐니
넌 내가 선택한 우주
안아줄래 would you
니 안에 숨게
좋을까 뭘까 좋을까 넌
fake한 걸까 넌
you can make me high
you can make me fly
자꾸 보고싶어서
듣고 싶어서
갖고 싶은
너의 모든 그 ah ah ah
you're my wonderland
you're my whole new world
별이 쏟아지던
너의 언덕에서
우리 둘이서 ah ah ah
speak up speak up
speak up speak
speak up speak up
speak up speak
네게 잡힌 내 손 예뻐 eh eh
널 부를 땐 입술이 예뻐 eh eh
you're the magic oh
you're the wonderland
자꾸 너를 부르다
잠들었던
별이 쏟아지던
아름다운 그 ah ah ah
I love you
it's the love
그저 꿈이었던
너의 환상들을
내게 말해줘 ah ah ah
이렇게 좋을 건 뭐니
날 갖고 뭘했던 거니
나른해지는 오늘 밤
난 다시 피어나
oh 나랑만 Kiss",https://cdnimg.melon.co.kr/cm/album/images/021/50/966/2150966_500.jpg/melon/resize/282/quality/80/optimize
댄스,U R Man,SS501,"전화길 다시 내려놓고
꽃다발 가슴에 묻어두고
밤새워서 써둔 편지도
비에 적셔 내리네
창문을 또 열어보고
그대 이름을 불러도
대답 없는 벨소리만
귓가에 들리네
아까아까워 나 모든 것이 그리워
아까워 나 모든 것이 괴로워
아까아까아까워
나 너 말고는 다른 여자 몰라
I'm your man I'm your man 그대여
da la da da 오늘도
나는 오늘도 그대만 생각해
I'm your man
I'm your man 그대여
da la da da 오늘도
그대가 떠나지 않아
I'm your man
I'm your man
거리를 또 헤매죠
어딘지도 몰라요
혹시라도 또 그대가 나타날까
I'm your man 꿈에라도 모르죠
웃으며 반겨줄까
다시 찾아올 지 몰라
I'm your man
눈 감으면 그대 선명해도
귓가에 목소리 들려와도
그대 향기 맴돌아도
이미 그댄 떠나고
더 많이 더 생각나고
가고 나서야 알았죠
이게 바로 사랑일까
떠나간 그대여
아까아까워 나 모든 것이 그리워
아까워 나 모든 것이 괴로워
아까아까아까워
나 떠나 버린 네 생각에 돌아
I'm your man
I'm your man 그대여
da la da da 오늘도
나는 오늘도 그대만 생각해
I'm your man
I'm your man 그대여
da la da da 오늘도
그대가 떠나지않아
I'm your man
I'm your man
거리를 또 헤매죠
어딘지도 몰라요
혹시라도 또 그대가 나타날까
I'm your man
꿈에라도 모르죠
웃으며 반겨줄까
다시 찾아올 지 몰라
I'm your man
떠나간 네가 울던 걸 알아
그리고 이제 지운 걸 알아
이젠 나란 남잔
이젠 괜찮아 비참하잖아
왜 나는 안 되니
내가 네 사람이잖아
I'm your man
I'm your man 그대여
da la da da 오늘도
나는 오늘도 그대만 생각해
I'm your man
I'm your man 그대여
da la da da 오늘도
그대가 떠나지 않아
I'm your man
I'm your man
거리를 또 헤매죠
어딘지도 몰라요
혹시라도 또 그대가 나타날까
I'm your man
꿈에라도 모르죠
웃으며 반겨줄까
다시 찾아올 지 몰라
I'm your man
I'm your man",https://cdnimg.melon.co.kr/cm/album/images/004/19/953/419953_500.jpg/melon/resize/282/quality/80/optimize
